Name,Start price,Price,CMGR[$] 3mo,Cum. ROI,Avg. Mkt. Cap,Mkt. Cap,24h Vol,Avg. volume,Age (mo),Winning months,ATH,% fm. ATH,ATH (BTC),% fm. ATH (BTC)
ROMToken,0.00009847,0.0002,- 16.94,- 27.46,N/A,0.00,0.00,0,1,0.00,0.0002,0.00,0.00000003,-33.62
TOKOK,0.0045,0.0061,- 16.94,- 3.96,N/A,0.00,0.00,0,1,0.00,0.0061,0.00,0.00000166,-53.57
BTCMoon,0.0009,0.0015,- 0.21,85.62,N/A,0.00,9.61,20,15,33.00,0.0944,-98.36,0.00000843,-97.75
OFCOIN,0.0034,0.0002,- 42.66,- 95.11,N/A,0.00,593.71 K,258958,12,33.00,0.0055,-96.29,0.00000055,-94.54
BitMax Token,0.0155,0.0884,- 16.94,6.16,N/A,0.00,408.50 K,677857,1,0.00,0.0884,0.00,0.00001116,0.00
LemoChain,0.1020,0.0122,- 21.77,- 91.17,N/A,0.00,52.02 K,32446,7,17.00,0.1057,-88.45,0.00001311,-88.26
Ti-Value,0.0578,0.0468,- 19.13,- 22.76,N/A,0.00,35.28 K,75234,5,17.00,0.3131,-85.06,0.00004860,-87.84
COZ,0.1475,0.1242,- 24.09,- 19.93,N/A,0.00,0.00,614892,0,0.00,0.1605,-22.62,0.00004612,-66.00
BitUP Token,0.0098,0.0037,- 25.96,- 87.79,N/A,0.00,339.98 K,69220,5,8.00,0.0071,-47.55,0.00000109,-56.96
OceanChain,0.0181,0.0004,- 22.21,- 98.32,N/A,0.00,6.78 K,53643,12,8.00,0.0186,-97.94,0.00000208,-97.60
CariNet,0.0319,0.0036,- 3.03,- 77.25,N/A,0.00,30.41 K,103112,5,8.00,0.0391,-90.86,0.00000627,-92.82
Hercules,0.4143,0.0147,- 14.74,- 44.70,N/A,0.00,1.94 K,21399,1,0.00,0.5189,-97.17,0.0001,-98.66
Moving Cloud Coin,0.1022,0.0088,- 18.72,- 94.79,N/A,0.00,24.42 K,93005,17,8.00,0.0406,-78.37,0.00000539,-79.41
USDCoin,1.03,1.00,N/A,- 2.80,N/A,0.00,303.37 K,5376402,1,0.00,1.04,-3.53,0.0003,-57.54
Huobi Pool Token,0.0025,0.0064,26.84,2.67,N/A,0.00,2.08 MM,334609,0,0.00,0.0064,0.00,0.00000081,0.00
HedgeTrade,0.1411,0.0696,- 18.80,- 16.90,N/A,0.00,56.54 K,233332,1,0.00,0.1439,-51.60,0.00003994,-77.99
Wiki Token,1.48,1.03,- 21.21,- 72.44,N/A,0.00,131.37 K,105662,6,8.00,1.25,-17.50,0.0002,-32.61
YouLive Coin,0.0005,0.0005,- 28.51,- 73.04,N/A,0.00,143.52 K,100957,5,8.00,0.0009,-51.07,0.00000015,-59.11
Esports Token,0.0173,0.0025,- 16.28,- 91.21,N/A,0.00,502.43 K,137580,6,8.00,0.0151,-83.15,0.00000236,-86.44
CHEX,0.0102,0.0086,- 8.51,- 32.83,N/A,0.00,97.09 K,57270,4,8.00,0.0103,-16.39,0.00000210,-48.13
SDUSD,0.9951,1.03,- 36.89,- 1.94,N/A,0.00,52.62 K,575786,0,0.00,1.05,-2.08,0.0003,-56.82
T.OS,0.0118,0.0160,N/A,10.19,N/A,0.00,656.54 K,211122,1,0.00,0.0160,0.00,0.00000420,-51.91
ETERNAL TOKEN,1.25,2.61,- 12.44,- 52.23,N/A,0.00,446.15 K,216369,6,17.00,3.67,-28.96,0.0010,-65.86
StarChain,0.1698,0.0051,- 32.34,- 99.28,N/A,0.00,2.80 MM,292902,13,42.00,0.1424,-96.44,0.00001759,-96.36
DEXTER,37.33,16.76,- 16.94,69.80,N/A,0.00,261.62 K,3573539,1,0.00,281.51,-94.04,0.0817,-97.41
WETH,1286.69,256.04,- 31.20,- 93.55,N/A,0.00,2.03 MM,181276,13,17.00,2033.30,-87.41,0.1987,-83.73
ThingsOperatingSystem,0.1047,0.0053,- 36.11,- 97.13,N/A,0.00,531.92 K,358871,6,0.00,0.0602,-91.26,0.00000817,-91.92
CARAT,1.00,0.6839,0.9904,5.71,N/A,0.00,500.21 K,475414,4,25.00,15.44,-95.57,0.0044,-98.06
Volt,0.0020,0.0004,- 12.32,- 63.18,N/A,0.00,314.72 K,626302,6,17.00,0.0031,-87.10,0.00000049,-89.74
Baer Chain,0.9551,4.66,- 32.55,- 51.44,N/A,0.00,1.72 MM,271004,1,0.00,4.66,0.00,0.0006,0.00
KNOW,0.0332,0.0088,- 14.99,- 68.61,N/A,0.00,733.10 K,5667189,5,8.00,0.0359,-75.56,0.00000956,-88.38
EmberCoin,0.00005116,0.00000005,- 18.80,- 99.91,N/A,0.00,0.00,459,18,17.00,0.0009,-99.99,0.00000015,-100.00
CapdaxToken,0.0043,0.0008,- 29.65,- 56.75,N/A,0.00,0.00,180,3,8.00,0.0068,-88.73,0.00000149,-93.27
Master Contract Token,0.0098,0.0013,- 23.77,- 92.42,N/A,0.00,60.98 K,41294,6,8.00,0.0085,-84.54,0.00000119,-86.56
Atomic Wallet Coin,0.0369,0.1606,- 25.54,- 33.06,N/A,0.00,45.66 K,429,1,0.00,0.1606,0.00,0.00002027,0.00
Delizia,0.9956,0.0013,- 90.89,- 99.93,N/A,0.00,0.00,0.0690,3,0.00,1.74,-99.92,0.0003,-99.94
CEDEX Coin,0.1055,0.0376,- 49.99,- 80.36,N/A,0.00,30.86,542,6,25.00,0.3013,-87.51,0.00004610,-89.70
Cybereits,0.0323,0.0029,- 43.76,- 96.57,N/A,0.00,46.03 K,575,9,8.00,0.0294,-90.26,0.00000415,-91.34
MediBit,0.00006911,0.00001370,- 46.67,- 84.08,N/A,0.00,27.56 K,18167,3,0.00,0.0005,-97.39,0.00000009,-100.00
Exchange Union,2.17,2.67,- 20.73,- 11.35,N/A,0.00,1.69 MM,86931,15,33.00,40.16,-93.36,0.0054,-93.75
MSD,0.2214,0.0028,- 7.08,- 97.75,N/A,0.00,12.19 K,21658,16,42.00,0.0474,-94.16,0.00001009,-96.53
PlayCoin,0.1263,0.0209,- 39.67,- 78.98,N/A,0.00,2.39 MM,2157779,7,25.00,0.2756,-92.42,0.00004192,-93.70
CARDbuyers,0.0196,0.0002,- 40.16,- 94.09,N/A,0.00,31.77,210,4,8.00,0.0269,-99.41,0.00000430,-99.53
EduCoin,0.0057,0.0003,- 32.62,- 97.75,N/A,0.00,1.19 MM,740672,9,17.00,0.0043,-92.37,0.00000056,-92.83
Pixie Coin,0.0042,0.0006,- 17.91,- 89.36,N/A,0.00,35.85 K,22689,9,25.00,0.0045,-86.75,0.00000053,-86.84
Ordocoin,0.00007706,0.00000790,- 43.91,- 95.57,N/A,0.00,118.41,11435,6,8.00,0.0001,-92.65,0.00000002,-100.00
WIZBL,0.0656,0.0037,- 33.73,- 93.60,N/A,0.00,4.95 K,16949,4,8.00,0.0462,-91.95,0.00000720,-93.47
Coin2Play,0.3330,0.0004,- 59.69,- 98.99,N/A,0.00,87.24,184,5,17.00,0.2519,-99.85,0.00003752,-99.87
Crypto Improvement Fund,0.0004,0.0003,- 19.51,- 33.10,N/A,0.00,2.74,27,5,17.00,0.0021,-85.10,0.00000060,-93.31
Endorsit,0.0003,0.00006854,- 32.67,- 90.39,N/A,0.00,4.03 K,1343,6,8.00,0.0002,-71.85,0.00000004,-74.58
Couchain,0.0002,0.00001804,- 26.06,- 95.80,N/A,0.00,41.05 K,23795,8,8.00,0.0002,-92.66,0.00000004,-100.00
CoinEx Token,0.0210,0.0286,- 18.41,- 72.32,N/A,0.00,3.08 MM,213323,3,8.00,0.0286,0.00,0.00000362,0.00
PalletOne,0.0241,0.0070,- 40.23,- 79.70,N/A,0.00,206.00 K,147344,3,0.00,0.0244,-71.48,0.00000410,-78.54
FuturoCoin,14.46,1.50,- 19.26,- 66.62,N/A,0.00,1.22 MM,382445,8,25.00,14.04,-89.31,0.0021,-91.10
SaveNode,0.5009,0.0004,- 52.99,- 99.90,N/A,0.00,8.45,203,5,0.00,0.5190,-99.92,0.00007695,-99.94
OBXcoin,0.0088,0.00006899,- 62.14,- 99.22,N/A,0.00,122.44,77,4,0.00,0.0098,-99.30,0.00000155,-98.71
MEX,0.0018,0.0009,- 34.85,- 84.99,N/A,0.00,84.90 K,8561,5,8.00,0.0029,-68.93,0.00000045,-75.43
DWS,1.81,0.0012,- 18.49,- 99.77,N/A,0.00,10.72 K,69103,7,17.00,0.4840,-99.76,0.00006476,-99.77
TCOIN,0.2630,0.0184,- 60.23,- 94.82,N/A,0.00,153.61 K,56995,5,8.00,0.4444,-95.86,0.00006707,-96.53
Almeela,0.1829,0.1827,0.7144,- 20.57,N/A,0.00,109.65,6227412,1,0.00,0.3035,-39.79,0.00008491,-72.83
Helper Search Token,0.00001077,0.00000282,- 39.52,- 90.96,N/A,0.00,16.12 K,6958,4,0.00,0.00000905,-68.84,0.00000000,-100.00
Celsius,0.2188,0.1149,- 16.04,- 83.84,N/A,0.00,69.39 K,3145,9,8.00,0.1149,0.00,0.00001450,0.00
Infinipay,0.0164,0.0024,- 65.23,- 99.85,N/A,0.00,169.64,0.2667,6,8.00,0.0148,-83.97,0.00000234,-87.18
Infinitecoin,0.00000077,0.00002161,- 14.23,2381.36,N/A,0.00,0.00,25881,67,8.00,0.0015,-98.56,0.00000026,-100.00
FOIN,546.01,1636.47,6.59,83.79,N/A,0.00,1.02 MM,220389,5,33.00,1636.47,0.00,0.3184,-35.12
Centaure,0.0133,0.0002,- 48.70,- 98.71,N/A,0.00,0.00,961,5,17.00,0.0174,-99.09,0.00000264,-99.24
wys Token,0.0542,0.0261,- 4.61,- 83.99,N/A,0.00,315.65,81,7,8.00,0.0561,-53.49,0.00000695,-52.51
Dragon Token,1.47,1.50,- 7.31,- 37.89,N/A,0.00,0.00,0,3,8.00,1.50,0.00,0.0003,-34.92
Invictus Hyperion Fund,0.0507,0.0430,- 17.82,- 58.63,N/A,0.00,3.42 K,2652,5,8.00,0.0550,-21.77,0.00001076,-49.52
Valuto,0.0054,0.0019,- 44.32,- 84.09,N/A,0.00,76.00,178,3,8.00,0.0104,-81.18,0.00000165,-84.82
InvestDigital,0.1078,0.0056,- 29.80,- 98.36,N/A,0.00,51.70 K,139515,13,25.00,0.1436,-96.13,0.00001274,-94.50
BFFDoom,0.00001624,0.00000107,- 18.78,- 93.61,N/A,0.00,2.14,4,5,17.00,0.00001415,-92.43,0.00000000,-100.00
United Bitcoin,432.92,1.83,- 26.69,- 99.62,N/A,0.00,110.65 K,106078,14,8.00,566.32,-99.68,0.0373,-99.38
EscrowCoin,0.1767,0.0083,- 54.53,- 87.50,N/A,0.00,3.25,916,6,25.00,0.2869,-97.11,0.00004455,-97.64
WXCOINS,2.87,0.0106,- 39.40,- 75.03,N/A,0.00,287.71,62516,4,8.00,3.65,-99.71,0.0007,-99.82
Storjcoin X,0.0108,0.1456,2.68,829.18,N/A,0.00,203.72,20,54,25.00,2.02,-92.77,0.0005,-96.52
eosBLACK,0.0582,0.0076,- 62.52,- 77.71,N/A,0.00,6.74 K,3121,5,17.00,0.4109,-98.14,0.0001,-99.09
Crypto Harbor Exchange,0.0002,0.00006984,- 42.50,- 87.96,N/A,0.00,49.31,8429,5,0.00,0.0003,-73.11,0.00000004,-75.00
CryptalDash,0.0105,0.0032,- 14.99,- 77.19,N/A,0.00,3.87 K,39357,4,8.00,0.0252,-87.47,0.00000400,-89.99
WeToken,0.0098,0.0018,- 38.80,- 90.06,N/A,0.00,36.81 K,40147,6,0.00,0.0183,-90.00,0.00000226,-89.80
KingXChain,0.00008141,0.00000326,- 35.85,- 97.76,N/A,0.00,23.39 K,7480,5,8.00,0.0002,-98.47,0.00000003,-100.00
DarkPayCoin,0.0776,0.0043,- 57.00,- 80.57,N/A,0.00,476.53,9031,3,8.00,0.2339,-98.16,0.00003576,-98.49
EmaratCoin,0.0922,0.0100,- 18.76,- 66.59,N/A,0.00,21.90,2,4,8.00,0.3893,-97.43,0.00006011,-97.90
Coni,0.0947,0.0296,- 37.78,- 93.01,N/A,0.00,863.71 K,6125,7,17.00,0.1489,-80.15,0.00002336,-84.03
GazeCoin,0.0114,0.0078,- 0.71,73.79,N/A,0.00,0.00,11247,5,17.00,0.0274,-71.46,0.00000786,-87.40
Karatgold Coin,0.0084,0.0592,25.22,203.69,N/A,0.00,7.22 MM,261170,7,33.00,0.0592,0.00,0.00000830,-9.98
ORS Group,0.0505,0.0206,5.14,- 15.58,N/A,0.00,222.26,2859,7,25.00,0.0838,-75.35,0.00001388,-81.19
CarBlock,0.0387,0.0014,- 33.69,- 97.47,N/A,0.00,83.20 K,42742,7,17.00,0.0289,-95.13,0.00000385,-95.32
MicroBitcoin,0.0006,0.0001,- 37.25,- 79.56,N/A,0.00,5.21 K,4309,3,8.00,0.0015,-92.56,0.00000025,-96.00
SegWit2x,810.82,0.00000786,- 95.63,- 100.00,N/A,0.00,860.59,101034,16,8.00,2206.00,-100.00,0.3027,-100.00
Nuggets,0.0019,0.0012,- 27.00,- 82.52,N/A,0.00,669.05,597,6,17.00,0.0015,-23.78,0.00000024,-36.60
Dragon Coins,2.22,0.0665,- 8.67,- 96.80,N/A,0.00,17.55 K,22506,11,17.00,1.53,-95.65,0.0002,-95.82
BitcoinX,0.0593,0.0025,- 27.76,- 97.02,N/A,0.00,191.35 K,51443,14,33.00,0.1064,-97.67,0.00000740,-95.81
Carlive Chain,0.0098,0.0008,- 28.66,- 94.23,N/A,0.00,11.38 K,41241,6,8.00,0.0080,-90.30,0.00000115,-91.28
SalPay,0.1022,0.0290,- 11.46,- 81.76,N/A,0.00,0.00,93,8,8.00,0.1150,-74.77,0.00001804,-79.71
SoPay,0.0243,0.0015,- 34.61,- 95.46,N/A,0.00,104.11 K,97720,7,0.00,0.0214,-92.97,0.00000390,-95.12
ANON,0.6727,0.0859,1.81,- 75.66,N/A,0.00,1.04 K,1303,4,17.00,0.6968,-87.67,0.0001,-89.94
InsurChain,0.0022,0.0003,- 27.01,- 92.77,N/A,0.00,310.56 K,156263,9,17.00,0.0102,-97.24,0.00000137,-97.08
Hdac,0.1059,0.0353,- 17.91,- 79.19,N/A,0.00,2.48 MM,220612,6,17.00,0.0764,-53.83,0.00001176,-62.14
Atlas Protocol,0.0135,0.0186,- 32.04,46.86,N/A,0.00,517.74 K,881431,2,17.00,0.0410,-54.76,0.00001124,-79.18
VeriDocGlobal,0.0075,0.0018,- 21.67,- 85.13,N/A,0.00,55.60 K,28992,5,8.00,0.0098,-81.98,0.00000138,-84.09
Aidos Kuneen,0.6234,2.07,- 24.76,283.86,N/A,0.00,2.75 MM,118731,20,42.00,87.12,-97.62,0.0070,-96.26
Atlantis Blue Digital Token,0.0110,0.5922,- 43.96,- 70.99,N/A,0.00,11.73 K,3613,6,25.00,0.5922,0.00,0.00007476,0.00
Superior Coin,0.0034,0.00007902,- 49.13,- 98.01,N/A,0.00,254.38,45,12,8.00,0.0080,-99.01,0.00000078,-98.72
DACC,0.0017,0.0001,- 42.58,- 93.45,N/A,0.00,185.52 K,210688,6,8.00,0.0017,-91.94,0.00000024,-91.68
EncryptoTel [ETH],0.1013,0.0096,- 24.26,- 90.09,N/A,0.00,362.16,230,16,42.00,0.3265,-97.05,0.00002211,-94.48
Game Stars,0.0004,0.0007,- 16.87,- 2.34,N/A,0.00,914.69 K,507256,3,8.00,0.0009,-28.42,0.00000024,-61.98
Future1coin,0.0069,0.0017,- 4.13,- 37.80,N/A,0.00,3.76 K,2180,4,8.00,0.0136,-87.15,0.00000208,-89.44
Commerce Data Connection,0.0005,0.00002089,- 39.05,- 98.45,N/A,0.00,11.30 K,3742,4,0.00,0.0006,-96.50,0.00000009,-100.00
ShopZcoin,0.0177,0.0006,- 28.47,- 69.37,N/A,0.00,737.25,4068,4,0.00,0.0941,-99.33,0.00001473,-99.46
HitChain,0.0005,0.0001,- 33.04,- 82.11,N/A,0.00,755.67 K,275116,6,8.00,0.0006,-76.00,0.00000008,-74.34
MEET.ONE,0.0051,0.0022,- 26.15,- 82.97,N/A,0.00,4.56 K,1249,6,0.00,0.0072,-68.71,0.00000100,-71.99
GSENetwork,0.0086,0.0003,- 59.34,- 96.10,N/A,0.00,58.29 K,178668,6,0.00,0.0095,-96.50,0.00000149,-97.31
Bgogo Token,0.0064,0.0012,- 48.85,- 86.98,N/A,0.00,0.00,0,3,0.00,0.0063,-81.28,0.00000102,-85.23
DIPNET,0.0050,0.0006,- 36.17,- 84.17,N/A,0.00,2.08 K,315598,6,8.00,0.0046,-87.00,0.00000065,-87.72
Consentium,2.03,0.6596,- 5.65,- 36.89,N/A,0.00,747.93 K,465033,6,17.00,8.20,-91.96,0.0022,-96.24
Bankera,0.0106,0.0021,- 30.63,- 81.20,N/A,0.00,14.47 K,25611,8,17.00,0.0259,-92.08,0.00000347,-92.51
COMSA [ETH],3.65,0.0954,- 26.64,- 99.09,N/A,0.00,43.08 K,3991,14,17.00,3.91,-97.56,0.0003,-95.27
StockChain,0.0222,0.0011,- 42.11,- 97.71,N/A,0.00,46.43 K,25372,10,17.00,0.0634,-98.30,0.00000651,-97.85
CoinMeet,0.2554,0.0081,- 41.20,- 98.39,N/A,0.00,147.67 K,135298,12,17.00,0.1922,-95.80,0.00002576,-96.04
Usechain Token,0.0019,0.0013,- 16.27,- 41.10,N/A,0.00,78.83 K,65883,5,8.00,0.0027,-51.85,0.00000042,-61.73
Dascoin,0.1760,0.0158,- 19.02,- 90.35,N/A,0.00,147.85 K,27436,9,0.00,0.2249,-92.95,0.00003670,-94.55
WINCOIN,1.89,0.0242,- 36.76,- 97.46,N/A,0.00,42.42,411,15,17.00,1.96,-98.77,0.0006,-99.46
Elliot Coin,0.0024,0.0013,- 44.25,- 19.13,N/A,0.00,2.08 K,651,5,17.00,0.0127,-89.97,0.00000197,-91.89
WinToken,0.0009,0.0009,- 15.23,- 73.81,N/A,0.00,3.36 MM,415328,5,17.00,0.0009,-0.42,0.00000013,-4.58
Civitas,0.0587,0.0053,- 45.37,- 82.83,N/A,0.00,0.0100,60,4,0.00,0.1281,-95.87,0.00001979,-96.61
XRT Token,0.0004,0.00001363,- 61.74,- 97.74,N/A,0.00,10.06,3353,5,0.00,0.0006,-97.75,0.00000009,-100.00
Super Bitcoin,226.65,2.88,- 36.05,- 99.52,N/A,0.00,1.12 MM,510593,14,17.00,346.13,-99.17,0.0234,-98.45
BUMO,0.2259,0.0332,- 48.51,- 86.36,N/A,0.00,4.18 MM,3556378,5,0.00,0.2549,-86.96,0.00003993,-89.48
Golos Gold,0.0368,0.0060,- 21.82,- 77.93,N/A,0.00,568.31,833,24,25.00,0.4469,-98.65,0.0002,-99.54
PayDay Coin,1.88,0.0002,- 84.41,- 99.96,N/A,0.00,0.00,2290,5,0.00,6.11,-100.00,0.0009,-100.00
Molecular Future,0.3124,0.0592,- 32.68,- 90.42,N/A,0.00,2.02 MM,395764,12,25.00,1.87,-96.83,0.0003,-97.01
Themis,0.0104,0.0063,- 31.16,- 87.94,N/A,0.00,43.91 K,117696,6,8.00,0.0111,-42.93,0.00000150,-46.84
Monero Classic,6.62,0.8584,- 28.88,- 92.22,N/A,0.00,60.88 K,13888,10,25.00,21.13,-95.94,0.0027,-96.05
Show,0.0202,0.0012,- 17.56,- 95.94,N/A,0.00,300.02 K,96146,13,25.00,0.0107,-89.17,0.00000093,-83.92
Asura Coin,0.0011,0.0003,- 34.17,- 55.79,N/A,0.00,2.37 K,10297,4,17.00,0.0023,-86.96,0.00000036,-89.02
COMSA [XEM],3.68,0.0951,- 27.07,- 99.22,N/A,0.00,38.70 K,4364,14,17.00,3.90,-97.56,0.0003,-95.47
Livepeer,5.95,8.38,- 43.04,- 22.83,N/A,0.00,65.24 K,5396,2,0.00,8.38,0.00,0.0016,-35.69
Digital Asset Exchange Token,0.0690,0.0022,- 33.36,- 95.46,N/A,0.00,110.96,41,5,0.00,0.0524,-95.77,0.00000777,-96.39
The Midas Touch Gold,0.0565,0.0025,- 51.16,- 94.23,N/A,0.00,21.82 K,365402,4,0.00,0.0660,-96.23,0.00001059,-97.07
ZB,0.2659,0.3371,- 17.55,- 55.65,N/A,0.00,71.42 K,29577720,4,8.00,0.3371,0.00,0.00004256,0.00
Yuan Chain Coin,0.0202,0.0065,- 21.28,- 77.57,N/A,0.00,258.21 K,136868,6,0.00,0.0259,-75.07,0.00000352,-76.71
SnipCoin,0.0007,0.0009,18.95,- 18.55,N/A,0.00,0.00,500,10,33.00,0.0013,-31.78,0.00000017,-35.02
Halloween Coin,0.00002688,0.00007833,17.21,281.81,N/A,0.00,35.65,30,21,42.00,0.0011,-92.73,0.00000009,-89.37
Budbo,0.0404,0.0034,- 37.87,- 95.67,N/A,0.00,7.95 K,493,10,17.00,0.0607,-94.40,0.00000767,-94.40
Cropcoin,0.4762,0.00007937,- 10.84,- 99.96,N/A,0.00,0.00,16,9,8.00,0.4326,-99.98,0.00004464,-99.98
Pabyosi Coin (Special),0.2228,0.0079,- 35.88,- 96.12,N/A,0.00,2.13 K,780,26,25.00,0.4401,-98.20,0.0003,-99.68
Ubique Chain Of Things,0.0372,0.0250,- 26.22,- 85.11,N/A,0.00,237.79 K,89310,6,8.00,0.0335,-25.48,0.00000517,-39.03
OmenCoin,0.0126,0.00000815,- 78.33,- 99.74,N/A,0.00,0.00,192,3,0.00,0.0066,-99.88,0.00000120,-100.00
M2O,0.0004,0.0003,- 22.81,- 64.63,N/A,0.00,58.83 K,133641,1,0.00,0.0003,-18.62,0.00000009,-64.98
BlazerCoin,0.0024,0.0001,- 31.84,- 95.70,N/A,0.00,5.63,4,22,25.00,0.0106,-98.64,0.00000266,-99.25
NEO GOLD,0.0093,0.0004,- 6.23,- 95.57,N/A,0.00,6.55,63,15,25.00,0.0591,-99.30,0.00000412,-97.09
Pandemia,0.0141,0.0002,- 79.73,- 99.52,N/A,0.00,0.00,17,4,0.00,0.0279,-99.40,0.00000423,-99.53
PlusOneCoin,0.0609,0.0180,- 27.82,- 57.49,N/A,0.00,694.41,260,4,8.00,0.1047,-82.82,0.00001617,-85.97
Bitcoin God,110.93,15.41,- 20.47,- 94.22,N/A,0.00,26.08 K,36829,13,50.00,107.21,-85.63,0.0144,-86.46
XTRD,0.0050,0.0009,- 25.92,- 80.61,N/A,0.00,246.64,151,6,17.00,0.0070,-87.01,0.00000111,-90.11
IDOL COIN,0.0001,0.00000550,- 50.00,- 96.39,N/A,0.00,94.45,229,6,0.00,0.0002,-97.04,0.00000003,-100.00
Concierge Coin,5.12,0.0003,- 63.51,- 99.95,N/A,0.00,0.00,91,5,0.00,2.29,-99.99,0.0004,-99.99
YUKI,0.00006249,0.00001566,- 32.59,- 81.79,N/A,0.00,20.67,68,5,17.00,0.0001,-89.55,0.00000002,-100.00
CENTERCOIN,0.0546,0.0021,- 18.84,- 82.92,N/A,0.00,1.68 K,39180,1,0.00,0.0371,-94.26,0.00001037,-97.40
Internet of Things,119.38,56.92,- 19.39,- 52.68,N/A,0.00,294.25,322,22,33.00,3042.46,-98.13,0.6513,-97.47
Quotient,0.0247,0.0009,- 10.88,- 90.86,N/A,0.00,192.15,96,50,50.00,0.0279,-96.83,0.00005046,-99.78
Crowdvilla Point,12.46,2.23,- 26.26,- 82.25,N/A,0.00,0.2200,24129,1,0.00,6.48,-65.63,0.0018,-63.58
Axiom,0.0477,0.0062,- 20.30,- 92.47,N/A,0.00,1.45,11,42,33.00,0.0370,-83.13,0.0001,-99.40
Bubble,0.0004,0.0037,- 30.54,528.94,N/A,0.00,0.00,39,45,25.00,0.4632,-99.20,0.0001,-99.60
Tellurion,0.00001220,0.0002,- 14.40,1292.98,N/A,0.00,0.00,54,29,50.00,0.0023,-92.11,0.00000070,-97.15
EA Coin,6.58,0.0011,- 27.38,- 99.98,N/A,0.00,0.0700,16,15,33.00,4.69,-99.98,0.0005,-99.94
EPLUS Coin,2.31,0.0017,- 59.20,- 99.93,N/A,0.00,3.31,43,6,8.00,6.22,-99.97,0.0009,-99.95
Hybrid Block,0.0332,0.0027,- 52.94,- 93.74,N/A,0.00,31.32,135,6,8.00,0.0316,-91.56,0.00000500,-93.20
CMITCOIN,0.00009930,0.00000522,- 44.38,- 94.85,N/A,0.00,3.89,6876,5,0.00,0.0001,-96.00,0.00000002,-100.00
MobilinkToken,0.0319,0.0015,- 47.48,- 93.13,N/A,0.00,191.03,1345,5,8.00,0.0360,-95.87,0.00000763,-97.51
Cobrabytes,0.0166,0.00007248,- 69.13,- 95.24,N/A,0.00,16.15,471,4,8.00,0.2134,-99.97,0.00003268,-99.97
BingoCoin,0.3394,0.0025,- 29.77,- 97.00,N/A,0.00,0.00,8852,6,8.00,0.2486,-99.01,0.00003785,-99.18
BlockCDN,0.0773,0.0120,- 28.97,- 98.64,N/A,0.00,513.30 K,7590,14,25.00,0.2694,-95.53,0.00001756,-91.34
Labh Coin,0.0025,0.00005793,- 62.35,- 98.63,N/A,0.00,0.00,34,4,8.00,0.0037,-98.43,0.00000056,-98.22
Maggie,0.0515,0.0007,- 31.60,- 99.33,N/A,0.00,321.38 K,9097,13,25.00,0.0804,-99.12,0.00000971,-99.07
OTCBTC Token,0.2433,0.0314,- 23.45,- 90.54,N/A,0.00,22.35 K,10100,7,8.00,0.2308,-86.41,0.00003163,-87.48
SIGMAcoin,0.1113,0.0026,- 9.47,- 98.79,N/A,0.00,833.69,1451,17,8.00,0.1293,-97.98,0.00001622,-97.97
Countinghouse,2.18,1.84,- 21.04,- 10.34,N/A,0.00,5.43 K,13302,1,0.00,2.18,-15.58,0.0006,-62.85
Engine,0.0036,0.0005,- 28.43,- 92.87,N/A,0.00,139.38 K,93604,8,17.00,0.0032,-82.73,0.00000048,-85.51
NewsToken,0.0140,0.0006,- 14.61,- 91.95,N/A,0.00,4.58 K,1880,6,8.00,0.0133,-95.53,0.00000205,-96.10
ALLCOIN,0.0121,0.0072,- 11.44,- 21.80,N/A,0.00,0.00,0,3,8.00,0.0202,-64.30,0.00000439,-79.26
FundToken,0.0210,0.0114,- 21.96,- 78.12,N/A,0.00,123.40 K,31805,6,8.00,0.0138,-17.40,0.00000189,-23.75
Alttex,0.0026,0.0008,- 47.38,- 87.46,N/A,0.00,0.00,130,6,17.00,0.0066,-87.14,0.00000093,-88.21
Crowdvilla Ownership,0.0179,0.0340,- 31.58,88.16,N/A,0.00,54.37,9018,1,0.00,0.0769,-55.81,0.00002230,-55.87
Runners,0.0004,0.00007934,16.90,- 75.47,N/A,0.00,0.00,20,15,42.00,0.0018,-95.49,0.00000022,-95.45
Birds,0.0003,0.0002,- 7.41,- 65.66,N/A,0.00,4.62,53,18,25.00,0.0011,-86.00,0.00000015,-86.40
Wink,0.0002,0.0002,- 12.10,- 37.47,N/A,0.00,4.64,0.7333,18,33.00,0.0113,-98.60,0.00000099,-97.99
ABCC Token,0.3141,0.0682,- 31.11,- 76.06,N/A,0.00,3.10 MM,0,3,8.00,0.2968,-77.03,0.00004612,-81.33
Wrapped Bitcoin,3494.28,7863.59,- 13.52,- 2.26,N/A,0.00,90.07 K,7641,0,0.00,7863.59,0.00,1.01,-1.91
Bitcoin File,0.0053,0.0080,- 34.64,- 83.72,N/A,0.00,123.73 K,7137,6,8.00,0.0221,-63.73,0.00000317,-68.13
Pecunio,0.2820,0.0494,- 47.02,- 97.63,N/A,0.00,0.00,24,6,8.00,1.00,-95.08,0.0002,-96.06
CottonCoin,0.2835,0.0025,- 58.47,- 99.72,N/A,0.00,0.3400,14,6,0.00,1.05,-99.76,0.0002,-99.79
Obitan Chain,0.00002899,0.00004060,6.74,8.02,N/A,0.00,0.00,8,6,17.00,0.00006545,-37.96,0.00000001,-0.20
TerraNova,4447.62,0.1409,- 13.12,- 100.00,N/A,0.00,478.40,230,19,25.00,2817.17,-99.99,0.8591,-100.00
